"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag"
"2013-06-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.8",""
"2013-06-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.0",""
"2013-06-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","6.4",""
"2013-07-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.8",""
"2013-07-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.6",""
"2013-07-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","29.6",""
"2013-07-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","18.7",""
"2013-07-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","12.7",""
"2013-07-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.8",""
"2013-07-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.6",""
"2013-07-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.6",""
"2013-07-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","58.7",""
"2013-07-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","55.3",""
"2013-07-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.1",""
"2013-07-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","46.1",""
"2013-07-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","39.3",""
"2013-07-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","39.8",""
"2013-07-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.5",""
"2013-07-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","22.9",""
"2013-07-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.4",""
"2013-07-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.2",""
"2013-07-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.2",""
"2013-07-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.6",""
"2013-07-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","10.0",""
"2013-07-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.3",""
"2013-07-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","39.0",""
"2013-07-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.8",""
"2013-07-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.7",""
"2013-07-01","Slovakia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","33.3",""
"2013-07-01","Finland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.1",""
"2013-07-01","Sweden","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.6",""
"2013-07-01","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","21.2",""
"2013-07-01","Iceland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","11.0",""
"2013-07-01","Norway","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.5",""
"2013-07-01","Turkey","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","17.0",""
"2013-07-01","USA","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.4",""
"2013-07-01","Japan","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","6.1",""
"2013-08-01","EU-28","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.7",""
"2013-08-01","Belgium","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.6",""
"2013-08-01","Bulgaria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","29.2",""
"2013-08-01","Czech Republic","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","19.4",""
"2013-08-01","Denmark","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.3",""
"2013-08-01","Germany","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","7.9",""
"2013-08-01","Estonia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","16.7",""
"2013-08-01","Ireland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.1",""
"2013-08-01","Greece","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","57.6",""
"2013-08-01","Spain","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","55.0",""
"2013-08-01","France","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","24.3",""
"2013-08-01","Croatia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","46.1",""
"2013-08-01","Italy","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","40.1",""
"2013-08-01","Cyprus","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","39.8",""
"2013-08-01","Latvia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","26.3",""
"2013-08-01","Lithuania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.0",""
"2013-08-01","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","15.3",""
"2013-08-01","Hungary","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","25.7",""
"2013-08-01","Malta","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.0",""
"2013-08-01","Netherlands","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","13.5",""
"2013-08-01","Austria","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","9.5",""
"2013-08-01","Poland","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","27.4",""
"2013-08-01","Portugal","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","37.7",""
"2013-08-01","Romania","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","23.8",""
"2013-08-01","Slovenia","Seasonally adjusted data, not calendar adjusted data","Less than 25 years","Percentage of active population","Total","20.7",""
